Patient ID: 24, Timestamp: 1715539487337, Label: ECG, Data: -0.33911375414957834
Patient ID: 28, Timestamp: 1715539487275, Label: ECG, Data: -0.35193222197347657
Patient ID: 32, Timestamp: 1715539487348, Label: ECG, Data: 0.2622314390320269
Patient ID: 46, Timestamp: 1715539487276, Label: ECG, Data: -0.16100049087135254
Patient ID: 2, Timestamp: 1715539487278, Label: ECG, Data: -0.6111427005525528
Patient ID: 31, Timestamp: 1715539487309, Label: ECG, Data: 0.4178417454977378
Patient ID: 34, Timestamp: 1715539487347, Label: ECG, Data: 0.7583148437199527
Patient ID: 6, Timestamp: 1715539487346, Label: ECG, Data: 0.6771759438882582
Patient ID: 43, Timestamp: 1715539488276, Label: ECG, Data: 0.15747386566060226
Patient ID: 17, Timestamp: 1715539488277, Label: ECG, Data: 0.05255775836572149
Patient ID: 1, Timestamp: 1715539488276, Label: ECG, Data: 0.7591712696290781
Patient ID: 50, Timestamp: 1715539488277, Label: ECG, Data: -0.4432181047058341
Patient ID: 2, Timestamp: 1715539488278, Label: ECG, Data: -0.38065028922467514
Patient ID: 28, Timestamp: 1715539488277, Label: ECG, Data: -0.22992475641852442
Patient ID: 46, Timestamp: 1715539488277, Label: ECG, Data: -0.06064392491804757
Patient ID: 48, Timestamp: 1715539488286, Label: ECG, Data: -0.3473113030609716
Patient ID: 41, Timestamp: 1715539488306, Label: ECG, Data: 0.49278583734533493
Patient ID: 13, Timestamp: 1715539488306, Label: ECG, Data: 0.42185599345597613
Patient ID: 4, Timestamp: 1715539488306, Label: ECG, Data: 0.48771422592529245
Patient ID: 35, Timestamp: 1715539488306, Label: ECG, Data: -0.2589489303261082
Patient ID: 15, Timestamp: 1715539488306, Label: ECG, Data: 0.20584029839253704
Patient ID: 31, Timestamp: 1715539488308, Label: ECG, Data: 0.13160309557632188
Patient ID: 26, Timestamp: 1715539488337, Label: ECG, Data: -0.06354625145657336
Patient ID: 5, Timestamp: 1715539488337, Label: ECG, Data: 0.6328342080793554
Patient ID: 11, Timestamp: 1715539488339, Label: ECG, Data: -0.4479745800676333
Patient ID: 24, Timestamp: 1715539488339, Label: ECG, Data: -0.09137164081987222
Patient ID: 6, Timestamp: 1715539488353, Label: ECG, Data: -0.14485778515518166
Patient ID: 32, Timestamp: 1715539488354, Label: ECG, Data: 0.2021641403021968
Patient ID: 22, Timestamp: 1715539488354, Label: ECG, Data: 0.2908509821538103
Patient ID: 10, Timestamp: 1715539488354, Label: ECG, Data: -0.22325195018474475
Patient ID: 34, Timestamp: 1715539488354, Label: ECG, Data: 0.28840672186880834
Patient ID: 43, Timestamp: 1715539489269, Label: ECG, Data: 0.27913719140769494
Patient ID: 50, Timestamp: 1715539489270, Label: ECG, Data: 0.740032216433347
Patient ID: 27, Timestamp: 1715539489269, Label: ECG, Data: -0.17430537978712762
Patient ID: 1, Timestamp: 1715539489274, Label: ECG, Data: -0.5857061892280326
Patient ID: 9, Timestamp: 1715539489280, Label: ECG, Data: 0.29495298885050225
Patient ID: 28, Timestamp: 1715539489285, Label: ECG, Data: -0.22235624055705466
Patient ID: 17, Timestamp: 1715539489278, Label: ECG, Data: 0.29887994518537214
Patient ID: 46, Timestamp: 1715539489288, Label: ECG, Data: -0.4971061844778924
Patient ID: 12, Timestamp: 1715539489282, Label: ECG, Data: 0.05136739387630324
Patient ID: 2, Timestamp: 1715539489289, Label: ECG, Data: 0.49229573023372813
Patient ID: 48, Timestamp: 1715539489293, Label: ECG, Data: -0.08884478357951942
Patient ID: 41, Timestamp: 1715539489297, Label: ECG, Data: -0.3457472389657909
Patient ID: 30, Timestamp: 1715539489299, Label: ECG, Data: -0.45743439170905137
Patient ID: 13, Timestamp: 1715539489294, Label: ECG, Data: -0.3918302350413893
Patient ID: 4, Timestamp: 1715539489305, Label: ECG, Data: 0.6806552617368677
Patient ID: 31, Timestamp: 1715539489309, Label: ECG, Data: 0.5432408377324871
Patient ID: 15, Timestamp: 1715539489306, Label: ECG, Data: 0.12773168029169762
Patient ID: 35, Timestamp: 1715539489307, Label: ECG, Data: -0.2733475730679434
Patient ID: 5, Timestamp: 1715539489331, Label: ECG, Data: -0.5797164461802384
Patient ID: 44, Timestamp: 1715539489332, Label: ECG, Data: -0.23534709398784415
Patient ID: 26, Timestamp: 1715539489335, Label: ECG, Data: 0.33454654082336754
Patient ID: 25, Timestamp: 1715539489334, Label: ECG, Data: -0.30532164267692996
Patient ID: 24, Timestamp: 1715539489341, Label: ECG, Data: -0.46076673174543903
Patient ID: 40, Timestamp: 1715539489346, Label: ECG, Data: 0.25553237442043286
Patient ID: 11, Timestamp: 1715539489346, Label: ECG, Data: -0.21779351378303483
Patient ID: 6, Timestamp: 1715539489349, Label: ECG, Data: -0.3167031147297076
Patient ID: 10, Timestamp: 1715539489350, Label: ECG, Data: 0.21137268888652253
Patient ID: 20, Timestamp: 1715539489352, Label: ECG, Data: 0.22350085963025743
Patient ID: 34, Timestamp: 1715539489350, Label: ECG, Data: -0.12683534843298702
Patient ID: 22, Timestamp: 1715539489355, Label: ECG, Data: 0.0947300033605247
Patient ID: 32, Timestamp: 1715539489351, Label: ECG, Data: -0.5356538773068474
Patient ID: 21, Timestamp: 1715539490274, Label: ECG, Data: 0.41956021957502465
Patient ID: 28, Timestamp: 1715539490275, Label: ECG, Data: 0.51810716802208
Patient ID: 17, Timestamp: 1715539490274, Label: ECG, Data: 0.0763575530612074
Patient ID: 9, Timestamp: 1715539490274, Label: ECG, Data: 0.2880805630040332
Patient ID: 1, Timestamp: 1715539490274, Label: ECG, Data: 0.40926155714803003
Patient ID: 43, Timestamp: 1715539490275, Label: ECG, Data: 0.49685352906841207
Patient ID: 12, Timestamp: 1715539490274, Label: ECG, Data: 0.7360716230277997
Patient ID: 46, Timestamp: 1715539490276, Label: ECG, Data: -0.28472758041427
Patient ID: 50, Timestamp: 1715539490274, Label: ECG, Data: -0.45379681954888784
Patient ID: 27, Timestamp: 1715539490274, Label: ECG, Data: -0.3490038435345648
Patient ID: 2, Timestamp: 1715539490278, Label: ECG, Data: -0.27510257062922394
Patient ID: 36, Timestamp: 1715539490289, Label: ECG, Data: 0.07498760083857399
Patient ID: 48, Timestamp: 1715539490289, Label: ECG, Data: -0.07803573677932049
Patient ID: 13, Timestamp: 1715539490291, Label: ECG, Data: 0.15890235142450726
Patient ID: 41, Timestamp: 1715539490305, Label: ECG, Data: -0.3374293635527699
Patient ID: 42, Timestamp: 1715539490305, Label: ECG, Data: 0.26200641985732276
Patient ID: 30, Timestamp: 1715539490305, Label: ECG, Data: 0.026326064744334046
Patient ID: 4, Timestamp: 1715539490305, Label: ECG, Data: 0.45383632907407995
Patient ID: 35, Timestamp: 1715539490306, Label: ECG, Data: -0.4671684236388224
Patient ID: 15, Timestamp: 1715539490306, Label: ECG, Data: 0.2289414917285875
Patient ID: 31, Timestamp: 1715539490309, Label: ECG, Data: -0.575781673842468
Patient ID: 14, Timestamp: 1715539490320, Label: ECG, Data: -0.38251140930521743
Patient ID: 44, Timestamp: 1715539490336, Label: ECG, Data: -0.22650291136396133
Patient ID: 5, Timestamp: 1715539490336, Label: ECG, Data: 0.1274368400334817
Patient ID: 25, Timestamp: 1715539490336, Label: ECG, Data: 0.08330037987532705
Patient ID: 26, Timestamp: 1715539490336, Label: ECG, Data: -0.5022896121647542
Patient ID: 11, Timestamp: 1715539490339, Label: ECG, Data: 0.5761950930873978
Patient ID: 24, Timestamp: 1715539490339, Label: ECG, Data: -0.3743983551080976
Patient ID: 34, Timestamp: 1715539490351, Label: ECG, Data: -0.60154319992599
Patient ID: 38, Timestamp: 1715539490351, Label: ECG, Data: 0.07593453146270734
Patient ID: 6, Timestamp: 1715539490351, Label: ECG, Data: -0.16866362946655336
Patient ID: 40, Timestamp: 1715539490351, Label: ECG, Data: -0.26254107733746834
Patient ID: 10, Timestamp: 1715539490351, Label: ECG, Data: -0.015700184008639893
Patient ID: 20, Timestamp: 1715539490351, Label: ECG, Data: -0.26564755576287596
Patient ID: 22, Timestamp: 1715539490352, Label: ECG, Data: -0.1497156169660298
Patient ID: 29, Timestamp: 1715539490352, Label: ECG, Data: -0.14388460943662246
Patient ID: 32, Timestamp: 1715539490351, Label: ECG, Data: -0.4673004929860745
Patient ID: 3, Timestamp: 1715539490352, Label: ECG, Data: 0.4122896130742608
Patient ID: 19, Timestamp: 1715539490352, Label: ECG, Data: -0.31111677805866356
Patient ID: 50, Timestamp: 1715539491264, Label: ECG, Data: -0.38138444776062486
Patient ID: 43, Timestamp: 1715539491279, Label: ECG, Data: -0.1524891220774404
Patient ID: 1, Timestamp: 1715539491279, Label: ECG, Data: -0.28118111704275595
Patient ID: 12, Timestamp: 1715539491279, Label: ECG, Data: -0.3287465103542128
Patient ID: 46, Timestamp: 1715539491280, Label: ECG, Data: -0.5429510382084162
Patient ID: 21, Timestamp: 1715539491279, Label: ECG, Data: -0.3269855150120622
Patient ID: 27, Timestamp: 1715539491279, Label: ECG, Data: 0.47985095065805106
Patient ID: 2, Timestamp: 1715539491280, Label: ECG, Data: 0.08017808732199369
Patient ID: 45, Timestamp: 1715539491279, Label: ECG, Data: 0.04735988987019033
Patient ID: 28, Timestamp: 1715539491279, Label: ECG, Data: -0.10540649942223096
Patient ID: 9, Timestamp: 1715539491279, Label: ECG, Data: -0.47254620380290596
Patient ID: 17, Timestamp: 1715539491279, Label: ECG, Data: 0.31874660143358935
Patient ID: 7, Timestamp: 1715539491284, Label: ECG, Data: -0.22317001415037532
Patient ID: 36, Timestamp: 1715539491284, Label: ECG, Data: 0.010702864046651639
Patient ID: 48, Timestamp: 1715539491284, Label: ECG, Data: 0.4959502789807962
Patient ID: 16, Timestamp: 1715539491283, Label: ECG, Data: 0.2846841319700943
Patient ID: 37, Timestamp: 1715539491294, Label: ECG, Data: -0.3404668626574598
Patient ID: 33, Timestamp: 1715539491294, Label: ECG, Data: -0.31411333661831464
Patient ID: 13, Timestamp: 1715539491294, Label: ECG, Data: -0.3396578905240109
Patient ID: 41, Timestamp: 1715539491297, Label: ECG, Data: -0.4511185493563168
Patient ID: 30, Timestamp: 1715539491297, Label: ECG, Data: -0.10754742218652706
Patient ID: 42, Timestamp: 1715539491298, Label: ECG, Data: 0.055716501152890334
Patient ID: 49, Timestamp: 1715539491299, Label: ECG, Data: 0.7080705751776423
Patient ID: 4, Timestamp: 1715539491310, Label: ECG, Data: 0.7529544754959969
Patient ID: 15, Timestamp: 1715539491310, Label: ECG, Data: -0.4672266349661572
Patient ID: 35, Timestamp: 1715539491310, Label: ECG, Data: 0.31773153913649876
Patient ID: 31, Timestamp: 1715539491310, Label: ECG, Data: -0.31201173512732255
Patient ID: 14, Timestamp: 1715539491326, Label: ECG, Data: -0.4784610492557953
Patient ID: 8, Timestamp: 1715539491326, Label: ECG, Data: 0.5140827884051167
Patient ID: 18, Timestamp: 1715539491326, Label: ECG, Data: 0.049036782811591045
Patient ID: 5, Timestamp: 1715539491328, Label: ECG, Data: 0.5903416651860635
Patient ID: 47, Timestamp: 1715539491330, Label: ECG, Data: -0.5261043954012554
Patient ID: 44, Timestamp: 1715539491332, Label: ECG, Data: -0.02649963232833453
Patient ID: 25, Timestamp: 1715539491334, Label: ECG, Data: 0.34455662945477755
Patient ID: 26, Timestamp: 1715539491337, Label: ECG, Data: 0.7186927370585379
Patient ID: 24, Timestamp: 1715539491340, Label: ECG, Data: -0.21688948262289146
Patient ID: 11, Timestamp: 1715539491342, Label: ECG, Data: -0.5820575957699328
Patient ID: 22, Timestamp: 1715539491361, Label: ECG, Data: 0.7669925294079366
Patient ID: 29, Timestamp: 1715539491362, Label: ECG, Data: 0.5262779081230022
Patient ID: 10, Timestamp: 1715539491358, Label: ECG, Data: -0.08247700734829277
Patient ID: 3, Timestamp: 1715539491360, Label: ECG, Data: -0.4634590731260752
Patient ID: 20, Timestamp: 1715539491359, Label: ECG, Data: -0.2502191024102656
Patient ID: 39, Timestamp: 1715539491360, Label: ECG, Data: 0.5499853481570833
Patient ID: 34, Timestamp: 1715539491358, Label: ECG, Data: 0.685448819449119
Patient ID: 38, Timestamp: 1715539491358, Label: ECG, Data: 0.4844185272763238
Patient ID: 6, Timestamp: 1715539491358, Label: ECG, Data: 0.48963603970387626
Patient ID: 40, Timestamp: 1715539491358, Label: ECG, Data: -0.20368378545641308
Patient ID: 23, Timestamp: 1715539491361, Label: ECG, Data: -0.4100563596331098
Patient ID: 19, Timestamp: 1715539491359, Label: ECG, Data: 0.5664347569771147
Patient ID: 32, Timestamp: 1715539491359, Label: ECG, Data: 0.32174508146041697
Patient ID: 50, Timestamp: 1715539492265, Label: ECG, Data: -0.12737093573797387
Patient ID: 28, Timestamp: 1715539492281, Label: ECG, Data: 0.25824101382370185
Patient ID: 21, Timestamp: 1715539492281, Label: ECG, Data: 0.6411161014301691
Patient ID: 12, Timestamp: 1715539492281, Label: ECG, Data: -0.3624393427030609
Patient ID: 1, Timestamp: 1715539492281, Label: ECG, Data: -0.18884129928121993
Patient ID: 17, Timestamp: 1715539492281, Label: ECG, Data: -0.32336599787539533
